region,Year,Gender,Age_Group,IM,outcome,Condition_Alcohol,Count,Total_Days,Acute_Days,ALC_Days,Cost,AAF_Total,AAF_Sensitivity,AA_Count,AA_Total_Days,AA_Acute_Days,AA_ALC_Days,AA_Cost
AB,2007,Male,15-34,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,1,10,10,0,15977.5584,1,1,1,10,10,0,15977.5584
AB,2007,Male,15-34,(8).(6),Morbidity,Other unintentional injuries,1720,8915,8367,548,12854950.53,0.295123,0.295123,507.61156,2631.021545,2469.294141,161.727404,3793791.564
AB,2007,Male,15-34,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,224,1512,1486,26,1482651.22,0.349689,0.349689,78.330336,528.729768,519.637854,9.091914,518466.8223
AB,2007,Male,15-34,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,8,24,24,0,30317.2216,1,1,8,24,24,0,30317.2216
AB,2007,Male,15-34,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,2,3,3,0,9085.5,1,1,2,3,3,0,9085.5
AB,2007,Male,15-34,(9).(3),Morbidity,Other intentional self-harm,74,658,658,0,598740.4744,0.349689,0.349689,25.876986,230.095362,230.095362,0,209372.9578
AB,2007,Male,15-34,(9).(4),Morbidity,Assault / homicide,943,4005,3978,27,5405376.019,0.349689,0.349689,329.756727,1400.504445,1391.062842,9.441603,1890200.535
AB,2007,Male,15-34,(9).(5),Morbidity,Other intentional injury,9,21,21,0,34230.6696,0.349689,0.349689,3.147201,7.343469,7.343469,0,11970.08862
AB,2007,Male,15-34,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2007,Male,15-34,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
AB,2007,Male,15-34,(A).(3),Morbidity,Fetal alcohol syndrome,2,32,32,0,12874.7592,1,1,2,32,32,0,12874.7592
AB,2007,Male,35-64,(1).(1),Morbidity,Tuberculosis,18,374,374,0,226933.2096,0.554596,0.554596,9.982728,207.418904,207.418904,0,125856.2503
AB,2007,Male,35-64,(1).(2),Morbidity,HIV,168,2539,2357,182,2652964.437,0.073114,0.073114,12.283152,185.636446,172.329698,13.306748,193968.8418
AB,2007,Male,35-64,(1).(3),Morbidity,Lower respiratory tract infections,1152,7694,7659,35,7634886.74,0.139035,0.139035,160.16832,1069.73529,1064.869065,4.866225,1061516.478
AB,2007,Male,35-64,(2).(1),Morbidity,Oral cavity and pharynx cancer,85,1295,1280,15,1822249.927,0.622229,0.622229,52.889465,805.786555,796.45312,9.333435,1133856.75
AB,2007,Male,35-64,(2).(2),Morbidity,Oesaphageal cancer,45,522,516,6,638558.3609,0.613046,0.613046,27.58707,320.010012,316.331736,3.678276,391465.6489
AB,2007,Male,35-64,(2).(3),Morbidity,Colorectal cancer,364,3700,3658,42,4406122.314,0.283394,0.283394,103.155416,1048.5578,1036.655252,11.902548,1248668.627
AB,2007,Male,35-64,(2).(4),Morbidity,Liver cancer,84,896,890,6,1373409.722,0.222418,0.222325,18.683112,199.286528,197.95202,1.334508,305471.0435
AB,2007,Male,35-64,(2).(5),Morbidity,Pancreatic cancer,55,648,645,3,644401.9008,0.113545,0.113545,6.244975,73.57716,73.236525,0.340635,73168.61383
AB,2007,Male,35-64,(2).(6),Morbidity,Laryngeal cancer,28,341,341,0,585144.3464,0.394472,0.394472,11.045216,134.514952,134.514952,0,230823.0606
AB,2007,Male,35-64,(2).(7),Morbidity,Breast cancer,6,42,42,0,36313.2512,0,0,0,0,0,0,0
AB,2007,Male,35-64,(3).(1),Morbidity,Diabetes,654,6898,6668,230,6704346.479,0.041684,0.041612,27.261336,287.536232,277.948912,9.58732,279463.9786
AB,2007,Male,35-64,(4).(1),Morbidity,Alcoholic psychoses,589,6076,4778,1298,4112667.105,1,1,589,6076,4778,1298,4112667.105
AB,2007,Male,35-64,(4).(2),Morbidity,Alcohol abuse,92,538,532,6,358707.0073,1,1,92,538,532,6,358707.0073
AB,2007,Male,35-64,(4).(3),Morbidity,Alcohol dependence,281,2220,2200,20,1532970.315,1,1,281,2220,2200,20,1532970.315
AB,2007,Male,35-64,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,10,303,261,42,210232.2312,1,1,10,303,261,42,210232.2312
AB,2007,Male,35-64,(4).(5),Morbidity,Epilepsy,268,1545,1503,42,1653956.916,0.37628,0.37628,100.84304,581.3526,565.54884,15.80376,622350.9082
AB,2007,Male,35-64,(4).(6),Morbidity,Alcoholic polyneuropathy,1,24,24,0,9914.2976,1,1,1,24,24,0,9914.2976
AB,2007,Male,35-64,(4).(7),Morbidity,Alcoholic myopathy,1,26,26,0,25741.9808,1,1,1,26,26,0,25741.9808
AB,2007,Male,35-64,(5).(1),Morbidity,Hypertension,145,724,688,36,819081.3204,0.246074,0.246074,35.68073,178.157576,169.298912,8.858664,201554.6168
AB,2007,Male,35-64,(5).(2),Morbidity,Ischaemic heart disease,3753,19880,19813,67,37648941.42,0.046538,-0.15396,174.657114,925.17544,922.057394,3.118046,1752106.436
AB,2007,Male,35-64,(5).(3),Morbidity,Alcoholic cardiomypathy,7,100,100,0,97576.924,1,1,7,100,100,0,97576.924
AB,2007,Male,35-64,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,537,2402,2402,0,3862327.797,0.17002,0.17002,91.30074,408.38804,408.38804,0,656672.972
AB,2007,Male,35-64,(5).(5),Morbidity,Haemorrhagic stroke,146,2038,1840,198,3491094.311,0.254423,0.254423,37.145758,518.514074,468.13832,50.375754,888214.688
AB,2007,Male,35-64,(5).(6),Morbidity,Ischaemic stroke,434,5131,4512,619,5710384.532,0.023395,0.023395,10.15343,120.039745,105.55824,14.481505,133594.4461
AB,2007,Male,35-64,(5).(7),Morbidity,Oesophageal varices,20,93,93,0,95696.3332,0.576514,0.576514,11.53028,53.615802,53.615802,0,55170.27584
AB,2007,Male,35-64,(6).(1),Morbidity,Alcoholic gastritis,57,187,187,0,150917.6748,1,1,57,187,187,0,150917.6748
AB,2007,Male,35-64,(6).(2),Morbidity,Liver cirrhosis,431,5423,5397,26,6054112.026,0.576514,0.576514,248.477534,3126.435422,3111.446058,14.989364,3490280.341
AB,2007,Male,35-64,(6).(3),Morbidity,Acute pancreatitis,406,3139,3139,0,3184421.487,0.447006,0.447006,181.484436,1403.151834,1403.151834,0,1423455.511
AB,2007,Male,35-64,(6).(4),Morbidity,Chronic pancreatitis,47,369,369,0,395569.244,0.582188,0.582188,27.362836,214.827372,214.827372,0,230295.667
AB,2007,Male,35-64,(6).(5),Morbidity,Alcohol-induced pancreatitis,223,1763,1607,156,1472153.165,1,1,223,1763,1607,156,1472153.165
AB,2007,Male,35-64,(7).(1),Morbidity,Motor vehicle collisions,835,9494,9034,460,13176309.76,0.17830154,0.17830154,148.8817859,1692.794821,1610.776112,82.0187084,2349356.322
AB,2007,Male,35-64,(8).(1),Morbidity,Falls,1912,13566,12681,885,16622308.44,0.252252,0.252252,482.305824,3422.050632,3198.807612,223.24302,4193010.549
AB,2007,Male,35-64,(8).(2),Morbidity,Drowning,1,1,1,0,1712.314,0.252252,0.252252,0.252252,0.252252,0.252252,0,431.9346311
AB,2007,Male,35-64,(8).(3),Morbidity,Fires,39,521,498,23,1210369.813,0.252252,0.252252,9.837828,131.423292,125.621496,5.801796,305318.2059
AB,2007,Male,35-64,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,283,2011,1792,219,2221930.502,0.252252,0.252252,71.387316,507.278772,452.035584,55.243188,560486.4131
AB,2007,Male,35-64,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,18,294,209,85,309682.9747,1,1,18,294,209,85,309682.9747
AB,2007,Male,35-64,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,4,5,5,0,8307.632,1,1,4,5,5,0,8307.632
AB,2007,Male,35-64,(8).(6),Morbidity,Other unintentional injuries,1698,13040,12487,553,18028009.73,0.252252,0.252252,428.323896,3289.36608,3149.870724,139.495356,4547601.509
AB,2007,Male,35-64,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,263,2278,2258,20,2127351.544,0.29673,0.29673,78.03999,675.95094,670.01634,5.9346,631249.0236
AB,2007,Male,35-64,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,8,27,27,0,41208.2538,1,1,8,27,27,0,41208.2538
AB,2007,Male,35-64,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,7,21,21,0,46777.8072,1,1,7,21,21,0,46777.8072
AB,2007,Male,35-64,(9).(3),Morbidity,Other intentional self-harm,66,1147,1080,67,1111449.085,0.29673,0.29673,19.58418,340.34931,320.4684,19.88091,329800.287
AB,2007,Male,35-64,(9).(4),Morbidity,Assault / homicide,524,3968,3825,143,5112254.894,0.29673,0.29673,155.48652,1177.42464,1134.99225,42.43239,1516959.395
AB,2007,Male,35-64,(9).(5),Morbidity,Other intentional injury,9,260,260,0,149611.1304,0.29673,0.29673,2.67057,77.1498,77.1498,0,44394.11072
AB,2007,Male,35-64,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2007,Male,35-64,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
AB,2007,Male,35-64,(A).(3),Morbidity,Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
AB,2007,Male,65+,(1).(1),Morbidity,Tuberculosis,8,110,110,0,87594.3368,0.460246,0.460246,3.681968,50.62706,50.62706,0,40314.94313
AB,2007,Male,65+,(1).(2),Morbidity,HIV,2,30,30,0,12261.8256,0.051599,0.051599,0.103198,1.54797,1.54797,0,632.6979391
AB,2007,Male,65+,(1).(3),Morbidity,Lower respiratory tract infections,1412,14447,13387,1060,11848682.36,0.104979,0.104979,148.230348,1516.631613,1405.353873,111.27774,1243862.825
AB,2007,Male,65+,(2).(1),Morbidity,Oral cavity and pharynx cancer,66,1539,1427,112,1615562.506,0.537796,0.537796,35.494536,827.668044,767.434892,60.233152,868843.0537
AB,2007,Male,65+,(2).(2),Morbidity,Oesaphageal cancer,54,681,649,32,706854.556,0.537988,0.537988,29.051352,366.369828,349.154212,17.215616,380279.2689
AB,2007,Male,65+,(2).(3),Morbidity,Colorectal cancer,543,8118,7997,121,9131978.044,0.302998,0.302998,164.527914,2459.737764,2423.075006,36.662758,2766971.083
AB,2007,Male,65+,(2).(4),Morbidity,Liver cancer,59,716,691,25,692889.908,0.217379,0.217317,12.825361,155.643364,150.208889,5.434475,150619.7153
AB,2007,Male,65+,(2).(5),Morbidity,Pancreatic cancer,79,1191,942,249,1218194.08,0.138711,0.138711,10.958169,165.204801,130.665762,34.539039,168976.9191
AB,2007,Male,65+,(2).(6),Morbidity,Laryngeal cancer,26,591,578,13,698469.5,0.328182,0.328182,8.532732,193.955562,189.689196,4.266366,229225.1174
AB,2007,Male,65+,(2).(7),Morbidity,Breast cancer,8,42,42,0,49455.2114,0,0,0,0,0,0,0
AB,2007,Male,65+,(3).(1),Morbidity,Diabetes,797,13499,12066,1433,11317183.49,0.050917,0.050868,40.580849,687.328583,614.364522,72.964061,576237.032
AB,2007,Male,65+,(4).(1),Morbidity,Alcoholic psychoses,102,2279,1690,589,1171118.302,1,1,102,2279,1690,589,1171118.302
AB,2007,Male,65+,(4).(2),Morbidity,Alcohol abuse,13,121,121,0,77427.3032,1,1,13,121,121,0,77427.3032
AB,2007,Male,65+,(4).(3),Morbidity,Alcohol dependence,54,794,683,111,531698.9626,1,1,54,794,683,111,531698.9626
AB,2007,Male,65+,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,3,182,115,67,98025.9496,1,1,3,182,115,67,98025.9496
AB,2007,Male,65+,(4).(5),Morbidity,Epilepsy,81,749,707,42,673354.7112,0.297916,0.297916,24.131196,223.139084,210.626612,12.512472,200603.1421
AB,2007,Male,65+,(4).(6),Morbidity,Alcoholic polyneuropathy,1,34,34,0,26220.6184,1,1,1,34,34,0,26220.6184
AB,2007,Male,65+,(4).(7),Morbidity,Alcoholic myopathy,1,35,18,17,7615.668,1,1,1,35,18,17,7615.668
AB,2007,Male,65+,(5).(1),Morbidity,Hypertension,166,1585,1442,143,1419922.516,0.202227,0.202227,33.569682,320.529795,291.611334,28.918461,287146.6707
AB,2007,Male,65+,(5).(2),Morbidity,Ischaemic heart disease,3662,28872,27889,983,44713671.47,0.016925,-0.16372,61.97935,488.6586,472.021325,16.637275,756778.8896
AB,2007,Male,65+,(5).(3),Morbidity,Alcoholic cardiomypathy,2,45,45,0,33331.2672,1,1,2,45,45,0,33331.2672
AB,2007,Male,65+,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,877,6314,6072,242,6989227.9,0.130045,0.130045,114.049465,821.10413,789.63324,31.47089,908914.1422
AB,2007,Male,65+,(5).(5),Morbidity,Haemorrhagic stroke,257,3626,3334,292,3791556.141,0.225059,0.225059,57.840163,816.063934,750.346706,65.717228,853323.8335
AB,2007,Male,65+,(5).(6),Morbidity,Ischaemic stroke,964,15098,13227,1871,12999288.02,-0.00333,-0.00333,-3.21012,-50.27634,-44.04591,-6.23043,-43287.62912
AB,2007,Male,65+,(5).(7),Morbidity,Oesophageal varices,8,76,76,0,54635.2616,0.551365,0.551365,4.41092,41.90374,41.90374,0,30123.97101
AB,2007,Male,65+,(6).(1),Morbidity,Alcoholic gastritis,6,46,46,0,30342.3536,1,1,6,46,46,0,30342.3536
AB,2007,Male,65+,(6).(2),Morbidity,Liver cirrhosis,92,1515,1338,177,1129842.331,0.551365,0.551365,50.72558,835.317975,737.72637,97.591605,622955.5169
AB,2007,Male,65+,(6).(3),Morbidity,Acute pancreatitis,251,2824,2599,225,3229178.093,0.418749,0.418749,105.105999,1182.547176,1088.328651,94.218525,1352215.097
AB,2007,Male,65+,(6).(4),Morbidity,Chronic pancreatitis,19,194,194,0,143739.43,0.526151,0.526151,9.996869,102.073294,102.073294,0,75628.64483
AB,2007,Male,65+,(6).(5),Morbidity,Alcohol-induced pancreatitis,24,358,358,0,377409.3674,1,1,24,358,358,0,377409.3674
AB,2007,Male,65+,(7).(1),Morbidity,Motor vehicle collisions,183,3278,3043,235,3970755.716,0.107760938,0.107760938,19.72025165,353.2403548,327.9165343,25.32382043,427892.3605
AB,2007,Male,65+,(8).(1),Morbidity,Falls,1978,36079,30427,5652,30700922.14,0.179286,0.179286,354.627708,6468.459594,5455.135122,1013.324472,5504245.527
AB,2007,Male,65+,(8).(2),Morbidity,Drowning,3,42,42,0,137403.0677,0.179286,0.179286,0.537858,7.530012,7.530012,0,24634.4464
AB,2007,Male,65+,(8).(3),Morbidity,Fires,17,252,252,0,447442.2376,0.179286,0.179286,3.047862,45.180072,45.180072,0,80220.12901
AB,2007,Male,65+,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,86,875,859,16,724655.601,0.179286,0.179286,15.418596,156.87525,154.006674,2.868576,129920.6041
AB,2007,Male,65+,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,5,42,42,0,38206.9008,1,1,5,42,42,0,38206.9008
AB,2007,Male,65+,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,2,102,76,26,81862.7133,1,1,2,102,76,26,81862.7133
AB,2007,Male,65+,(8).(6),Morbidity,Other unintentional injuries,354,5824,5200,624,7145319.261,0.179286,0.179286,63.467244,1044.161664,932.2872,111.874464,1281055.709
AB,2007,Male,65+,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,22,358,357,1,293376.4294,0.211147,0.211147,4.645234,75.590626,75.379479,0.211147,61945.55294
AB,2007,Male,65+,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,2,26,26,0,21803.0464,1,1,2,26,26,0,21803.0464
AB,2007,Male,65+,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2007,Male,65+,(9).(3),Morbidity,Other intentional self-harm,6,111,111,0,81940.56,0.211147,0.211147,1.266882,23.437317,23.437317,0,17301.50342
AB,2007,Male,65+,(9).(4),Morbidity,Assault / homicide,25,475,331,144,383606.0016,0.211147,0.211147,5.278675,100.294825,69.889657,30.405168,80997.25642
AB,2007,Male,65+,(9).(5),Morbidity,Other intentional injury,0,0,0,0,0,0.211147,0.211147,0,0,0,0,0
AB,2007,Male,65+,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2007,Male,65+,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
AB,2007,Male,65+,(A).(3),Morbidity,Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
AB,2008,Female,15-34,(1).(1),Morbidity,Tuberculosis,13,205,205,0,142965.9788,0.299724,0.299724,3.896412,61.44342,61.44342,0,42850.33503
AB,2008,Female,15-34,(1).(2),Morbidity,HIV,20,321,321,0,354291.4507,0.036303,0.036303,0.72606,11.653263,11.653263,0,12861.84253
AB,2008,Female,15-34,(1).(3),Morbidity,Lower respiratory tract infections,217,971,971,0,1073885.681,0.068361,0.068361,14.834337,66.378531,66.378531,0,73411.89901
AB,2008,Female,15-34,(2).(1),Morbidity,Oral cavity and pharynx cancer,2,21,21,0,38036.1258,0.378623,0.378623,0.757246,7.951083,7.951083,0,14401.35206
AB,2008,Female,15-34,(2).(2),Morbidity,Oesaphageal cancer,0,0,0,0,0,0.415255,0.415255,0,0,0,0,0
AB,2008,Female,15-34,(2).(3),Morbidity,Colorectal cancer,7,112,112,0,117844.4398,0.046819,0.046819,0.327733,5.243728,5.243728,0,5517.358827
AB,2008,Female,15-34,(2).(4),Morbidity,Liver cancer,0,0,0,0,0,0.184926,0.184898,0,0,0,0,0
AB,2008,Female,15-34,(2).(5),Morbidity,Pancreatic cancer,1,32,32,0,30326.0436,0.037896,0.037896,0.037896,1.212672,1.212672,0,1149.235748
AB,2008,Female,15-34,(2).(6),Morbidity,Laryngeal cancer,0,0,0,0,0,0.22011,0.22011,0,0,0,0,0
AB,2008,Female,15-34,(2).(7),Morbidity,Breast cancer,35,82,82,0,235269.7888,0.157088,0.157088,5.49808,12.881216,12.881216,0,36958.06058
AB,2008,Female,15-34,(3).(1),Morbidity,Diabetes,57,230,230,0,220212.3579,-0.19701,-0.19701,-11.22957,-45.3123,-45.3123,0,-43384.03663
AB,2008,Female,15-34,(4).(1),Morbidity,Alcoholic psychoses,86,237,237,0,323160.3889,1,1,86,237,237,0,323160.3889
AB,2008,Female,15-34,(4).(2),Morbidity,Alcohol abuse,28,139,139,0,111690.189,1,1,28,139,139,0,111690.189
AB,2008,Female,15-34,(4).(3),Morbidity,Alcohol dependence,38,198,198,0,203235.7164,1,1,38,198,198,0,203235.7164
AB,2008,Female,15-34,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2008,Female,15-34,(4).(5),Morbidity,Epilepsy,135,682,682,0,838792.3301,0.191754,0.191754,25.88679,130.776228,130.776228,0,160841.7845
AB,2008,Female,15-34,(4).(6),Morbidity,Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
AB,2008,Female,15-34,(4).(7),Morbidity,Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
AB,2008,Female,15-34,(5).(1),Morbidity,Hypertension,12,49,49,0,90590.7272,0.117213,0.117213,1.406556,5.743437,5.743437,0,10618.41091
AB,2008,Female,15-34,(5).(2),Morbidity,Ischaemic heart disease,14,80,80,0,143535.1486,-0.1082,-0.1082,-1.5148,-8.656,-8.656,0,-15530.50308
AB,2008,Female,15-34,(5).(3),Morbidity,Alcoholic cardiomypathy,0,0,0,0,0,1,1,0,0,0,0,0
AB,2008,Female,15-34,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,59,155,155,0,329431.942,0.084203,0.084203,4.967977,13.051465,13.051465,0,27739.15781
AB,2008,Female,15-34,(5).(5),Morbidity,Haemorrhagic stroke,14,150,150,0,223820.4406,-0.06796,-0.06796,-0.95144,-10.194,-10.194,0,-15210.83714
AB,2008,Female,15-34,(5).(6),Morbidity,Ischaemic stroke,27,245,241,4,289605.415,-0.0327,-0.0327,-0.8829,-8.0115,-7.8807,-0.1308,-9470.097071
AB,2008,Female,15-34,(5).(7),Morbidity,Oesophageal varices,1,1,1,0,4843.7514,0.604875,0.604875,0.604875,0.604875,0.604875,0,2929.864128
AB,2008,Female,15-34,(6).(1),Morbidity,Alcoholic gastritis,8,12,12,0,19261.9264,1,1,8,12,12,0,19261.9264
AB,2008,Female,15-34,(6).(2),Morbidity,Liver cirrhosis,16,169,169,0,182159.2476,0.604875,0.604875,9.678,102.223875,102.223875,0,110183.5749
AB,2008,Female,15-34,(6).(3),Morbidity,Acute pancreatitis,190,815,815,0,868273.8988,0.184417,0.184417,35.03923,150.299855,150.299855,0,160124.4676
AB,2008,Female,15-34,(6).(4),Morbidity,Chronic pancreatitis,13,87,87,0,76288.0854,0.351356,0.351356,4.567628,30.567972,30.567972,0,26804.27653
AB,2008,Female,15-34,(6).(5),Morbidity,Alcohol-induced pancreatitis,16,65,65,0,59072.7225,1,1,16,65,65,0,59072.7225
AB,2008,Female,15-34,(7).(1),Morbidity,Motor vehicle collisions,404,3680,3393,287,5871628.249,0.1676913,0.1676913,67.7472852,617.103984,568.9765809,48.1274031,984620.9741
AB,2008,Female,15-34,(8).(1),Morbidity,Falls,465,1607,1583,24,2396366.821,0.185814,0.185814,86.40351,298.603098,294.143562,4.459536,445278.5045
AB,2008,Female,15-34,(8).(2),Morbidity,Drowning,0,0,0,0,0,0.185814,0.185814,0,0,0,0,0
AB,2008,Female,15-34,(8).(3),Morbidity,Fires,7,58,58,0,52279.6264,0.185814,0.185814,1.300698,10.777212,10.777212,0,9714.2865
AB,2008,Female,15-34,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,171,788,788,0,982816.0785,0.185814,0.185814,31.774194,146.421432,146.421432,0,182620.9868
AB,2008,Female,15-34,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,11,37,37,0,90502.5336,1,1,11,37,37,0,90502.5336
AB,2008,Female,15-34,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2008,Female,15-34,(8).(6),Morbidity,Other unintentional injuries,438,2403,2365,38,3052263.625,0.185814,0.185814,81.386532,446.511042,439.45011,7.060932,567153.3131
AB,2008,Female,15-34,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,491,2172,2172,0,2538164.975,0.231293,0.231293,113.564863,502.368396,502.368396,0,587059.7917
AB,2008,Female,15-34,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,6,27,27,0,32868.6984,1,1,6,27,27,0,32868.6984
AB,2008,Female,15-34,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,1,1,1,0,11002.7424,1,1,1,1,1,0,11002.7424
AB,2008,Female,15-34,(9).(3),Morbidity,Other intentional self-harm,93,1214,1199,15,898905.1855,0.231293,0.231293,21.510249,280.789702,277.320307,3.469395,207910.4771
AB,2008,Female,15-34,(9).(4),Morbidity,Assault / homicide,131,485,477,8,752836.3087,0.231293,0.231293,30.299383,112.177105,110.326761,1.850344,174125.7683
AB,2008,Female,15-34,(9).(5),Morbidity,Other intentional injury,0,0,0,0,0,0.231293,0.231293,0,0,0,0,0
AB,2008,Female,15-34,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2008,Female,15-34,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
AB,2008,Female,15-34,(A).(3),Morbidity,Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
AB,2008,Female,35-64,(1).(1),Morbidity,Tuberculosis,4,46,46,0,45306.9768,0.2641,0.2641,1.0564,12.1486,12.1486,0,11965.57257
AB,2008,Female,35-64,(1).(2),Morbidity,HIV,63,1136,1124,12,1564145.629,0.028865,0.028865,1.818495,32.79064,32.44426,0.34638,45149.06359
AB,2008,Female,35-64,(1).(3),Morbidity,Lower respiratory tract infections,854,5262,5262,0,5538713.851,0.061456,0.061456,52.483424,323.381472,323.381472,0,340387.1984
AB,2008,Female,35-64,(2).(1),Morbidity,Oral cavity and pharynx cancer,34,519,477,42,963704.2654,0.345215,0.345215,11.73731,179.166585,164.667555,14.49903,332685.168
AB,2008,Female,35-64,(2).(2),Morbidity,Oesaphageal cancer,4,53,53,0,128075.1314,0.390762,0.390762,1.563048,20.710386,20.710386,0,50046.8945
AB,2008,Female,35-64,(2).(3),Morbidity,Colorectal cancer,260,2737,2737,0,3617363.74,0.045123,0.045123,11.73198,123.501651,123.501651,0,163226.304
AB,2008,Female,35-64,(2).(4),Morbidity,Liver cancer,25,277,277,0,253581.246,0.221986,0.221966,5.54965,61.490122,61.490122,0,56291.48647
AB,2008,Female,35-64,(2).(5),Morbidity,Pancreatic cancer,48,890,887,3,1012188.771,0.040095,0.040095,1.92456,35.68455,35.564265,0.120285,40583.70876
